image,folder_label,prediction,axles,is_correct
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/1992-Mitsubishi-Great-10-Wheeler-Dum_jpg.rf.a228d3c8089113b0643a65de5b6c0869.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/199_jpg.rf.2213e10046fad149942f51e8d078fd4e.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/2017-Mitsubishi-Super-Great-Cargo-Du_jpg.rf.4228ddecacfe916be0f34e6dea046190.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/203_jpg.rf.2382c84f9404c5be72f71f72b6a0143f.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/206_jpg.rf.06561bb3548eb9d45d515bb6db53d9df.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/207_jpg.rf.01fe2bf3d37adee76e5bb86ede13a64c.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/208_jpg.rf.16f602d0efbff58a18726f125771d300.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/209_jpg.rf.636777092fdc97a5c0209e3280bcc7e8.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/210_jpg.rf.23ad42296911f781609df46004128eb0.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/213_jpg.rf.54e4f6624a8c532474f5de9062e822e7.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/214_jpg.rf.479a9906fb86ac863faa9e8d49287c61.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/216_jpg.rf.270ce1852bbf2c9603d7f8238df6dd94.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/217_jpg.rf.074762f14f9f21f8ba1bb05527e7f87b.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/218_jpg.rf.4fac9ead924795447dedecaf810f39ea.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/219_jpg.rf.428ff2c455bfa2b8a2f09933776deef7.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/220_jpg.rf.e5a3d1fc4e55c6b8bc7797e420c7dfe4.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/221_jpg.rf.76b3ca9141b68fb2736a14c19210f757.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/222_jpg.rf.253eccddabc90ffa2388424ac5f75202.jpg",truck 3,pickup truck,,False
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/223_jpg.rf.1ee4b900556bd31eda0d5cb8d68288aa.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/225_jpg.rf.6e650fcdd743fcfc421504dea8806b26.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/226_jpg.rf.d38591a35565ab6b486f80e9a195af91.jpg",truck 3,pickup truck,,False
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/229_jpg.rf.5253f2ad6aca56111642348c64194508.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/232_jpg.rf.26603f6c6307533a21b6d20a77c972ec.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/235_jpg.rf.3196cd283ca8319c55d4bc711cea6143.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/236_jpg.rf.f8922ad79e8829997f2cd8408b544b21.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/237_jpg.rf.10499ecf50f989c219e16a795e1dbac3.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/239_jpg.rf.31b0281e09eaf55a5675cbce1f10ea3e.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/240_jpg.rf.d62cdf891a648a349fa865abe39ee51e.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/241_jpg.rf.04e09ed6820f416c9b71bfb945c6c442.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/243_jpg.rf.10bb19dc9e264dafa9f77dba36b2fa6a.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/244_jpg.rf.106bc3b9f40e5a2b5a9c9c011adc63fc.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/245_jpg.rf.4bee662b8d04378ffeabbf481dd8332a.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/246_jpg.rf.05e4fe65cabc70facbe2524af346e825.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/248_jpg.rf.5c726d73be168912bbdc5fa4a6e5a17c.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/249_jpg.rf.0b1880be8ba94bd91d8b16a8295be1b2.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/251_jpg.rf.1ec7ebb62acac4cb2e74d07889240b31.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/252_jpg.rf.74310b0f4b3e6b1ba0560be76e68c8a7.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/253_jpg.rf.234450c755a2b7395841a6538f3b86a3.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/254_jpg.rf.54097011bacbb02e88f2a12386e712ae.jpg",truck 3,pickup truck,,False
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/255_jpg.rf.0329bb7d8bd5d463b7916795286f3e81.jpg",truck 3,pickup truck,,False
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/256_jpg.rf.a0da5d42efb9d2a5fe4cfb99690d8fcb.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/258_jpg.rf.5358a4a36619267673b3902cab7a133d.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/260_jpg.rf.1123a6b5c83a0046124597755a54be75.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/261_jpg.rf.0870000dd166de7404e625d198777c0f.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/263_jpg.rf.afab98a1ea95e9153e69feea0d100e8a.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/264_jpg.rf.17492bcd7ea99755ec896f6950b13758.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/265_jpg.rf.90d2dfe4cb4c77ee7842c0fc7afecb69.jpg",truck 3,pickup truck,,False
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/266_jpg.rf.6976f33d079e54bc96ca04320e62fafc.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/267_jpg.rf.4023d37c351e988088fccb0f9c5016f4.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/268_jpg.rf.4e6fde6613dabc242f1324644a93d8b4.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/269_jpg.rf.3722e31e136157fda24122050890a7f5.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/271_jpg.rf.897ca02b7ff6151251d602b7c0b6fc58.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/272_jpg.rf.17a56c18e5095a324bcbf69090667a8a.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/273_jpg.rf.13520d377f0b97478c09d24dafc0ad3f.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/275_jpg.rf.30f3651a30972ec63c12500c58b6cae6.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/276_jpg.rf.1d1cafaabff3e97f16907d297c609242.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/277_jpg.rf.6652bc2b481f5617a82f30333177dc37.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/279_jpg.rf.100cc250e1b0ab1b3a1e043254e630f0.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/280_jpg.rf.2afe7f87b8e2e33cef094b11f723e8e4.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/282_jpg.rf.43550d6fd0abf590e4737b41a148958d.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/284_jpg.rf.0ba4de956a4ed612df41ce11c248cb05.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/285_jpg.rf.1801cdb2c3aa86689c64c75dc1973b66.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/286_jpg.rf.150e3c9c0f6e2b8c6c506f2197b13307.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/287_jpg.rf.34bc066529a8dec14d3fffdc5bc050ab.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/288_jpg.rf.557329f9d99b4ed31b3625cb53c4c37f.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/290_jpg.rf.5b50a0e090740932471b16bc69997fc9.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/291_jpg.rf.69626b3717e83413cc91c6a6d963385e.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/292_jpg.rf.205f9a0ada337aa4f6624cf03c8934eb.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/293_jpg.rf.0cf24ff0d8fd4961f22235f2a5fff9ae.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/294_jpg.rf.4b69b171bb730b50e2fb438db9ac040c.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/295_jpg.rf.43586da49106bf3cb597b5bde551f07c.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/296_jpg.rf.1fb9804f5977cfdbc5d942a3e445061e.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/297_jpg.rf.45552a783199a26a9051859967a43661.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/298_jpg.rf.27ee774bd020d4530e74a3ecdea310cb.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/299_jpg.rf.077039095f36e1ee19edba75c13f32de.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/300_jpg.rf.04ddd7affbd8146b5cc5ecfb713c4d4e.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/40_jpg.rf.0d1ee98981503a766a413276d06817db.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/41_jpg.rf.59d9486bc146b12589c247fc40405f65.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/847666-2012-mitsubishi-fuso-super-gr_jpg.rf.dd051ce8b6f6a953c5f7ad8bf0067b0c.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/Image_013355_jpg.rf.b465d8b2b586861c30d5d60f1a7c386f.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/Image_013389_jpg.rf.dfddd9ac9e83fde4e86a42f7147a8f9b.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/Image_013396_jpg.rf.55875c2bb19127cb5038ef2699f830c0.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/YT00640_1_jpg.rf.359e9624ad5f3c00dbc0aff602811eb8.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/isuzu-2Bgiga-2BFVM-2B240-2BPs_png.rf.3f98fab0abe016a3d131dc57954af99a.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/mitsubishi-fuso-fn-517-truck-mod-ets-1_jpg.rf.2e83a71aead5adc6d01b96dc6ec96995.jpg",truck 3,pickup truck,,False
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/mitsubishi-fuso-truck-dbcd4d269d_jpg.rf.7c61658df555fb80f53c1d8b7dec6f1d.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/mitsubishi-fuso-trucks-1_jpg.rf.791e66be8c84b9f7fe17862fa46b8c84.jpg",truck 3,truck,,True
"benchmark_vlm/master/Class 5 - 3 axle truck, bus/truck 3/sold-19-12-12-1120192a_jpg.rf.314a9bead6c98670cc02c1e21e88a090.jpg",truck 3,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-4-Axle-100-Tons-Semi-Low-Loader-Truck-Trailer--1--111822.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-4-Axle-100T-Low-Bed-Truck-Trailer.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-4-Axle-80100-Ton-Heavy-Duty-Lowboy-Equipment-Semi-Trailers-for-Sale-Near-Me--1--181456.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-4-axle-100-ton-low-bed-trailer--1-.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-4-axle-low-loader--5--172030.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-4-axle-lowbed-trailer-truck-38.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-low-loader-trailer--2-.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-low-loader-truck-trailer--1--.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-ps31056187-4-axle-mechanical-suspension-55ton-low-bed-semi-trailer.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/-ps31100372-low-fuel-consumption-cimc-30t-4-axle-drawbar-tipper-trailer.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/0.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/0000738_4-axle-tipper-trailer.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/100_7936-3-600x450.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/111304079.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/120t-low-loader-pink-crane.d9d9954bc76e01c5d8685b49912da101.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/125695-8707432.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/15_8b4b5732-74ee-45cb-89db-b2e20bf7030e_1024x10242x.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/1674006905_3zsRCXmYjQ.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/1674006979_BS3yi9Z6E3.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/18f25e1718c02bcc2b2c7bc89cfa6338.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/196825-16562959.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/2016-07-07-11.29.11_edited_edited.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/201601301427414115982.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/2696723efee04930b5f70b33aa8d69f2.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/3239961013.jpg,truck 4,dump truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/4-Axle-Fence-Semi-Trailer8.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/4-axle-70T-90T-U-type-dump-trailer-1.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/4-axle-80-tons-fence-warehouse-dropside-semia8d396aa-118d-43d9-818f-d66d210b6f57.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/4-axle-flatbed-trailer1e725ea1-34cc-4ec7-963c-a0e5a07410c1.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/4161e658560f42b5a487969499edf65a.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/4AXLE-EXTENDABLE-ITALY-PORTEGUESE-HEAVY-LOWBEDTRANSPORT.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/4_Axle_Black_Semi_Truck_Cab_1000_0001.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/55-tons-dump-truck04274515979.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/572_0.jpg,truck 4,dump truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/Ashok-Leyland-AVTR-4120-Truck-DLTA-14-wheeler-India-2.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/Experimental-four-axle-20-ton-truck-with-instrumentation-a-Pitch-plane-model-of-the.png,truck 4,pickup truck,,False
benchmark_vlm/master/Class 6 - 4 axles/truck 4/Heavy-Duty-150-Ton-4-Axle-Lowbed-Lowboy-Truck-Semi-Trailer2.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/High-Quality-4axle-lowboy-trailer-truck-Price.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/IMG_1844.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/IMG_6706.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/Image_013269_jpg.rf.001571d3160f2a71d1147378d3c650a6.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/Isuzu_Giga_Box_Truck_4axle_2017_1000_0001.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/L_KippAuf2S4AGestein_PIC1.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/MAN_SLT_webmICnOegBchbOt.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/MAN_TGS_Baustoffzug_EURO6_web5.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/SINOTRUK-HOWO-420-Dump-Truck-8x4-China_8933_5082187346.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/Volvo_FH_Mk4_Chassis_Truck_4axle_2016_1000_0001.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/Volvo_VNX_300_Tractor_Truck_4axle_2010_1000_0002.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/a86cf0a3bc2386b557efece9e3f1a8de.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/actros-4141-mercedes-4-axle-spielvogel-RBXBGX.jpg,truck 4,pickup truck,,False
benchmark_vlm/master/Class 6 - 4 axles/truck 4/csm_L_KippAuf2S4AGestein_PIC3_646c22391c.png,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/en_20220113092009_189.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/febd5b7b-b572-4182-8a59-464b033017de-nowater.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image.jpeg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image11.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image13.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image18.jpeg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image20.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image22.jpeg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image25.jpeg,truck 4,pickup truck,,False
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image27.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image29.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image31.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image35.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image37.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image38.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image40.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image42.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image46.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image47.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image49.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image50.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image52.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image53.jpeg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image54.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image7.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/image9.jpeg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/images.jpg,truck 4,trailer,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/img_1134-1920x1440.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/lef-69-1649-3_orig.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/maxresdefault.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/maxresdefault2.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/maxresdefault3.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/scania-cg-17-4-axle-dump-truck-grey-yellow.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/pl22530647-yellow_color_sinotruk_6x4_jpg.rf.25c0c31fb183939d1b1fa89cb7be1cbf.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/sddefault.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 6 - 4 axles/truck 4/sddefault2.jpg,truck 4,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/-5-axle-dump-trailer--1-.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/15854110247_087bbe5dd2_b.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/2560.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/33ff1d46-d9ad-480e-84c6-8d3ebc2b2c06-nowater.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/5-Axle-tank-truck.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/5635e8e00afb5b8aa2026195adb310ce.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/5_axle_lowbed_semi_trailer.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/7-2.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/Gleeson-Quarries-2.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0392_jpeg.rf.44752d96559659c80035b50805152ea0.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0405_jpeg.rf.7186d948fe84ae876f72a14e77e2ea5c.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0412_jpeg.rf.1afb6c0f4a5cc66033d55e589eec318d.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0416_jpeg.rf.14d8d66b9e00b614506e1879d4f2402e.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0418_jpeg.rf.6268847c471809f2464c1ec6d4d76935.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0447_jpeg.rf.864ac8c8e8d2333b0d88f774b37ec55f.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0463_jpeg.rf.11fe15d85ffde71a577b45c38e8f97af.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0468_jpeg.rf.b131442336f3ecf43f7fdcfc2f8f4e98.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0479_jpeg.rf.2361f325cd688f03b6e6f0b957ffd837.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_0835.jpg,truck 5,truck,,True
benchmark_vlm/master/Class 7 - 5 or more axles/truck 5/IMG_1030_jpeg.rf.2a87fcca3882fe0a5dbcdb854aff5716.jpg,truck 5,tractor,,True
